CV_ID,CV_Category,Top_JD_Categories,Match_Scores,Top_Score,cv_skills,jd_skills,Missing_Skills
Data Science,Data Science,"['Data Scientist.264', 'Data Scientist.281', 'Data Scientist.202', 'Data Scientist.65', 'Data Scientist.142']","[0.514878, 0.50839853, 0.48954463, 0.4862132, 0.48477244]",0.514878,"['python', 'r', 'java', 'sql', 'bash', 'excel', 'data analysis', 'machine learning', 'deep learning', 'git', 'linux', 'system design']",,[]
Data Science,Data Science,"['Data Scientist.264', 'Data Scientist.281', 'Data Scientist.202', 'Data Scientist.65', 'Data Scientist.142']","[0.514878, 0.50839853, 0.48954463, 0.4862132, 0.48477244]",0.514878,"['python', 'r', 'c#', 'sql', 'tableau', 'etl', 'machine learning', 'deep learning', 'nlp', 'sql server', 'git', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.264', 'Data Scientist.281', 'Data Scientist.202', 'Data Scientist.65', 'Data Scientist.142']","[0.514878, 0.50839853, 0.48954463, 0.4862132, 0.48477244]",0.514878,"['python', 'r', 'excel', 'tableau', 'data visualization', 'machine learning']",,[]
Data Science,Data Science,"['Data Scientist.264', 'Data Scientist.281', 'Data Scientist.202', 'Data Scientist.65', 'Data Scientist.142']","[0.514878, 0.50839853, 0.48954463, 0.4862132, 0.48477244]",0.514878,"['python', 'r', 'java', 'c++', 'sql', 'numpy', 'matplotlib', 'seaborn', 'machine learning', 'deep learning', 'tensorflow', 'nlp', 'gcp', 'linux', 'regression', 'classification', 'clustering', 'optimization']",,[]
Data Science,Data Science,"['Data Scientist.264', 'Data Scientist.281', 'Data Scientist.202', 'Data Scientist.65', 'Data Scientist.142']","[0.514878, 0.50839853, 0.48954463, 0.4862132, 0.48477244]",0.514878,"['python', 'r', 'sql', 'numpy', 'machine learning', 'deep learning', 'nlp', 'text classification', 'nltk', 'algorithms', 'classification']",,[]
Data Science,Data Science,"['Data Scientist.264', 'Data Scientist.281', 'Data Scientist.202', 'Data Scientist.65', 'Data Scientist.142']","[0.514878, 0.50839853, 0.48954463, 0.4862132, 0.48477244]",0.514878,"['python', 'r', 'tableau', 'data analysis', 'data visualization', 'machine learning', 'nlp', 'hadoop', 'spark', 'aws']",,[]
Data Science,Data Science,"['Data Scientist.293', 'Data Scientist.282', 'Data Scientist.357', 'Data Scientist.58', 'Data Scientist.356']","[0.62620485, 0.596589, 0.5929347, 0.5816834, 0.57983756]",0.62620485,"['python', 'r', 'java', 'sql', 'javascript', 'numpy', 'scipy', 'matplotlib', 'tableau', 'machine learning', 'deep learning', 'spacy', 'nltk', 'kafka', 'docker', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.293', 'Data Scientist.282', 'Data Scientist.357', 'Data Scientist.58', 'Data Scientist.356']","[0.62620485, 0.596589, 0.5929347, 0.5816834, 0.57983756]",0.62620485,"['python', 'r', 'scipy', 'statsmodels', 'machine learning', 'aws', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.293', 'Data Scientist.282', 'Data Scientist.357', 'Data Scientist.58', 'Data Scientist.356']","[0.62620485, 0.596589, 0.5929347, 0.5816834, 0.57983756]",0.62620485,"['python', 'r', 'java', 'sql', 'bash', 'excel', 'data analysis', 'machine learning', 'deep learning', 'git', 'linux', 'system design']",,[]
Data Science,Data Science,"['Data Scientist.293', 'Data Scientist.282', 'Data Scientist.357', 'Data Scientist.58', 'Data Scientist.356']","[0.62620485, 0.596589, 0.5929347, 0.5816834, 0.57983756]",0.62620485,"['python', 'r', 'c#', 'sql', 'tableau', 'etl', 'machine learning', 'deep learning', 'nlp', 'sql server', 'git', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.293', 'Data Scientist.282', 'Data Scientist.357', 'Data Scientist.58', 'Data Scientist.356']","[0.62620485, 0.596589, 0.5929347, 0.5816834, 0.57983756]",0.62620485,"['python', 'r', 'excel', 'tableau', 'data visualization', 'machine learning']",,[]
Data Science,Data Science,"['Data Scientist.293', 'Data Scientist.282', 'Data Scientist.357', 'Data Scientist.58', 'Data Scientist.356']","[0.62620485, 0.596589, 0.5929347, 0.5816834, 0.57983756]",0.62620485,"['python', 'r', 'java', 'c++', 'sql', 'numpy', 'matplotlib', 'seaborn', 'machine learning', 'deep learning', 'tensorflow', 'nlp', 'gcp', 'linux', 'regression', 'classification', 'clustering', 'optimization']",,[]
Data Science,Data Science,"['Data Scientist.293', 'Data Scientist.282', 'Data Scientist.357', 'Data Scientist.58', 'Data Scientist.356']","[0.62620485, 0.596589, 0.5929347, 0.5816834, 0.57983756]",0.62620485,"['python', 'r', 'sql', 'numpy', 'machine learning', 'deep learning', 'nlp', 'text classification', 'nltk', 'algorithms', 'classification']",,[]
Data Science,Data Science,"['Data Scientist.293', 'Data Scientist.282', 'Data Scientist.357', 'Data Scientist.58', 'Data Scientist.356']","[0.62620485, 0.596589, 0.5929347, 0.5816834, 0.57983756]",0.62620485,"['python', 'r', 'tableau', 'data analysis', 'data visualization', 'machine learning', 'nlp', 'hadoop', 'spark', 'aws']",,[]
Data Science,Data Science,"['Data Engineer.27', 'Data Engineer.39', 'Data Scientist.178', 'Data Engineer.32', 'Data Analyst.3']","[0.69160163, 0.6779484, 0.6720464, 0.6692674, 0.66685003]",0.69160163,"['python', 'r', 'java', 'sql', 'javascript', 'numpy', 'scipy', 'matplotlib', 'tableau', 'machine learning', 'deep learning', 'spacy', 'nltk', 'kafka', 'docker', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Engineer.27', 'Data Engineer.39', 'Data Scientist.178', 'Data Engineer.32', 'Data Analyst.3']","[0.69160163, 0.6779484, 0.6720464, 0.6692674, 0.66685003]",0.69160163,"['python', 'r', 'scipy', 'statsmodels', 'machine learning', 'aws', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Engineer.27', 'Data Engineer.39', 'Data Scientist.178', 'Data Engineer.32', 'Data Analyst.3']","[0.69160163, 0.6779484, 0.6720464, 0.6692674, 0.66685003]",0.69160163,"['python', 'r', 'java', 'sql', 'bash', 'excel', 'data analysis', 'machine learning', 'deep learning', 'git', 'linux', 'system design']",,[]
Data Science,Data Science,"['Data Engineer.27', 'Data Engineer.39', 'Data Scientist.178', 'Data Engineer.32', 'Data Analyst.3']","[0.69160163, 0.6779484, 0.6720464, 0.6692674, 0.66685003]",0.69160163,"['python', 'r', 'c#', 'sql', 'tableau', 'etl', 'machine learning', 'deep learning', 'nlp', 'sql server', 'git', 'time series']",,[]
Data Science,Data Science,"['Data Engineer.27', 'Data Engineer.39', 'Data Scientist.178', 'Data Engineer.32', 'Data Analyst.3']","[0.69160163, 0.6779484, 0.6720464, 0.6692674, 0.66685003]",0.69160163,"['python', 'r', 'excel', 'tableau', 'data visualization', 'machine learning']",,[]
Data Science,Data Science,"['Data Engineer.27', 'Data Engineer.39', 'Data Scientist.178', 'Data Engineer.32', 'Data Analyst.3']","[0.69160163, 0.6779484, 0.6720464, 0.6692674, 0.66685003]",0.69160163,"['python', 'r', 'java', 'c++', 'sql', 'numpy', 'matplotlib', 'seaborn', 'machine learning', 'deep learning', 'tensorflow', 'nlp', 'gcp', 'linux', 'regression', 'classification', 'clustering', 'optimization']",,[]
Data Science,Data Science,"['Data Engineer.27', 'Data Engineer.39', 'Data Scientist.178', 'Data Engineer.32', 'Data Analyst.3']","[0.69160163, 0.6779484, 0.6720464, 0.6692674, 0.66685003]",0.69160163,"['python', 'r', 'sql', 'numpy', 'machine learning', 'deep learning', 'nlp', 'text classification', 'nltk', 'algorithms', 'classification']",,[]
Data Science,Data Science,"['Data Engineer.27', 'Data Engineer.39', 'Data Scientist.178', 'Data Engineer.32', 'Data Analyst.3']","[0.69160163, 0.6779484, 0.6720464, 0.6692674, 0.66685003]",0.69160163,"['python', 'r', 'tableau', 'data analysis', 'data visualization', 'machine learning', 'nlp', 'hadoop', 'spark', 'aws']",,[]
Data Science,Data Science,"['Data Scientist.142', 'Data Scientist.189', 'Data Scientist.176', 'Data Scientist.264', 'Data Scientist.48']","[0.7309114, 0.71535033, 0.71473014, 0.7137886, 0.71075106]",0.7309114,"['python', 'r', 'java', 'sql', 'javascript', 'numpy', 'scipy', 'matplotlib', 'tableau', 'machine learning', 'deep learning', 'spacy', 'nltk', 'kafka', 'docker', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.142', 'Data Scientist.189', 'Data Scientist.176', 'Data Scientist.264', 'Data Scientist.48']","[0.7309114, 0.71535033, 0.71473014, 0.7137886, 0.71075106]",0.7309114,"['python', 'r', 'scipy', 'statsmodels', 'machine learning', 'aws', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.142', 'Data Scientist.189', 'Data Scientist.176', 'Data Scientist.264', 'Data Scientist.48']","[0.7309114, 0.71535033, 0.71473014, 0.7137886, 0.71075106]",0.7309114,"['python', 'r', 'java', 'sql', 'bash', 'excel', 'data analysis', 'machine learning', 'deep learning', 'git', 'linux', 'system design']",,[]
Data Science,Data Science,"['Data Scientist.142', 'Data Scientist.189', 'Data Scientist.176', 'Data Scientist.264', 'Data Scientist.48']","[0.7309114, 0.71535033, 0.71473014, 0.7137886, 0.71075106]",0.7309114,"['python', 'r', 'c#', 'sql', 'tableau', 'etl', 'machine learning', 'deep learning', 'nlp', 'sql server', 'git', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.142', 'Data Scientist.189', 'Data Scientist.176', 'Data Scientist.264', 'Data Scientist.48']","[0.7309114, 0.71535033, 0.71473014, 0.7137886, 0.71075106]",0.7309114,"['python', 'r', 'excel', 'tableau', 'data visualization', 'machine learning']",,[]
Data Science,Data Science,"['Data Scientist.142', 'Data Scientist.189', 'Data Scientist.176', 'Data Scientist.264', 'Data Scientist.48']","[0.7309114, 0.71535033, 0.71473014, 0.7137886, 0.71075106]",0.7309114,"['python', 'r', 'java', 'c++', 'sql', 'numpy', 'matplotlib', 'seaborn', 'machine learning', 'deep learning', 'tensorflow', 'nlp', 'gcp', 'linux', 'regression', 'classification', 'clustering', 'optimization']",,[]
Data Science,Data Science,"['Data Scientist.142', 'Data Scientist.189', 'Data Scientist.176', 'Data Scientist.264', 'Data Scientist.48']","[0.7309114, 0.71535033, 0.71473014, 0.7137886, 0.71075106]",0.7309114,"['python', 'r', 'sql', 'numpy', 'machine learning', 'deep learning', 'nlp', 'text classification', 'nltk', 'algorithms', 'classification']",,[]
Data Science,Data Science,"['Data Scientist.142', 'Data Scientist.189', 'Data Scientist.176', 'Data Scientist.264', 'Data Scientist.48']","[0.7309114, 0.71535033, 0.71473014, 0.7137886, 0.71075106]",0.7309114,"['python', 'r', 'tableau', 'data analysis', 'data visualization', 'machine learning', 'nlp', 'hadoop', 'spark', 'aws']",,[]
Data Science,Data Science,"['Data Scientist.195', 'Data Scientist.65', 'Data Scientist.144', 'Data Scientist.84', 'Data Scientist.58']","[0.7165803, 0.7002156, 0.6987982, 0.69636923, 0.69251275]",0.7165803,"['python', 'r', 'java', 'sql', 'javascript', 'numpy', 'scipy', 'matplotlib', 'tableau', 'machine learning', 'deep learning', 'spacy', 'nltk', 'kafka', 'docker', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.195', 'Data Scientist.65', 'Data Scientist.144', 'Data Scientist.84', 'Data Scientist.58']","[0.7165803, 0.7002156, 0.6987982, 0.69636923, 0.69251275]",0.7165803,"['python', 'r', 'scipy', 'statsmodels', 'machine learning', 'aws', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.195', 'Data Scientist.65', 'Data Scientist.144', 'Data Scientist.84', 'Data Scientist.58']","[0.7165803, 0.7002156, 0.6987982, 0.69636923, 0.69251275]",0.7165803,"['python', 'r', 'java', 'sql', 'bash', 'excel', 'data analysis', 'machine learning', 'deep learning', 'git', 'linux', 'system design']",,[]
Data Science,Data Science,"['Data Scientist.195', 'Data Scientist.65', 'Data Scientist.144', 'Data Scientist.84', 'Data Scientist.58']","[0.7165803, 0.7002156, 0.6987982, 0.69636923, 0.69251275]",0.7165803,"['python', 'r', 'c#', 'sql', 'tableau', 'etl', 'machine learning', 'deep learning', 'nlp', 'sql server', 'git', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.195', 'Data Scientist.65', 'Data Scientist.144', 'Data Scientist.84', 'Data Scientist.58']","[0.7165803, 0.7002156, 0.6987982, 0.69636923, 0.69251275]",0.7165803,"['python', 'r', 'excel', 'tableau', 'data visualization', 'machine learning']",,[]
Data Science,Data Science,"['Data Scientist.195', 'Data Scientist.65', 'Data Scientist.144', 'Data Scientist.84', 'Data Scientist.58']","[0.7165803, 0.7002156, 0.6987982, 0.69636923, 0.69251275]",0.7165803,"['python', 'r', 'java', 'c++', 'sql', 'numpy', 'matplotlib', 'seaborn', 'machine learning', 'deep learning', 'tensorflow', 'nlp', 'gcp', 'linux', 'regression', 'classification', 'clustering', 'optimization']",,[]
Data Science,Data Science,"['Data Scientist.195', 'Data Scientist.65', 'Data Scientist.144', 'Data Scientist.84', 'Data Scientist.58']","[0.7165803, 0.7002156, 0.6987982, 0.69636923, 0.69251275]",0.7165803,"['python', 'r', 'sql', 'numpy', 'machine learning', 'deep learning', 'nlp', 'text classification', 'nltk', 'algorithms', 'classification']",,[]
Data Science,Data Science,"['Data Scientist.195', 'Data Scientist.65', 'Data Scientist.144', 'Data Scientist.84', 'Data Scientist.58']","[0.7165803, 0.7002156, 0.6987982, 0.69636923, 0.69251275]",0.7165803,"['python', 'r', 'tableau', 'data analysis', 'data visualization', 'machine learning', 'nlp', 'hadoop', 'spark', 'aws']",,[]
Data Science,Data Science,"['Data Scientist.164', 'Data Scientist.84', 'Data Scientist.65', 'Data Scientist.195', 'Data Scientist.58']","[0.6937946, 0.68860984, 0.6796511, 0.6793935, 0.6781484]",0.6937946,"['python', 'r', 'java', 'sql', 'javascript', 'numpy', 'scipy', 'matplotlib', 'tableau', 'machine learning', 'deep learning', 'spacy', 'nltk', 'kafka', 'docker', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.164', 'Data Scientist.84', 'Data Scientist.65', 'Data Scientist.195', 'Data Scientist.58']","[0.6937946, 0.68860984, 0.6796511, 0.6793935, 0.6781484]",0.6937946,"['python', 'r', 'scipy', 'statsmodels', 'machine learning', 'aws', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.164', 'Data Scientist.84', 'Data Scientist.65', 'Data Scientist.195', 'Data Scientist.58']","[0.6937946, 0.68860984, 0.6796511, 0.6793935, 0.6781484]",0.6937946,"['python', 'r', 'java', 'sql', 'bash', 'excel', 'data analysis', 'machine learning', 'deep learning', 'git', 'linux', 'system design']",,[]
Data Science,Data Science,"['Data Scientist.164', 'Data Scientist.84', 'Data Scientist.65', 'Data Scientist.195', 'Data Scientist.58']","[0.6937946, 0.68860984, 0.6796511, 0.6793935, 0.6781484]",0.6937946,"['python', 'r', 'c#', 'sql', 'tableau', 'etl', 'machine learning', 'deep learning', 'nlp', 'sql server', 'git', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.164', 'Data Scientist.84', 'Data Scientist.65', 'Data Scientist.195', 'Data Scientist.58']","[0.6937946, 0.68860984, 0.6796511, 0.6793935, 0.6781484]",0.6937946,"['python', 'r', 'excel', 'tableau', 'data visualization', 'machine learning']",,[]
Data Science,Data Science,"['Data Scientist.164', 'Data Scientist.84', 'Data Scientist.65', 'Data Scientist.195', 'Data Scientist.58']","[0.6937946, 0.68860984, 0.6796511, 0.6793935, 0.6781484]",0.6937946,"['python', 'r', 'java', 'c++', 'sql', 'numpy', 'matplotlib', 'seaborn', 'machine learning', 'deep learning', 'tensorflow', 'nlp', 'gcp', 'linux', 'regression', 'classification', 'clustering', 'optimization']",,[]
Data Science,Data Science,"['Data Scientist.164', 'Data Scientist.84', 'Data Scientist.65', 'Data Scientist.195', 'Data Scientist.58']","[0.6937946, 0.68860984, 0.6796511, 0.6793935, 0.6781484]",0.6937946,"['python', 'r', 'sql', 'numpy', 'machine learning', 'deep learning', 'nlp', 'text classification', 'nltk', 'algorithms', 'classification']",,[]
Data Science,Data Science,"['Data Scientist.164', 'Data Scientist.84', 'Data Scientist.65', 'Data Scientist.195', 'Data Scientist.58']","[0.6937946, 0.68860984, 0.6796511, 0.6793935, 0.6781484]",0.6937946,"['python', 'r', 'tableau', 'data analysis', 'data visualization', 'machine learning', 'nlp', 'hadoop', 'spark', 'aws']",,[]
Data Science,Data Science,"['Data Scientist.144', 'Data Scientist.176', 'Data Scientist.48', 'Data Engineer.81', 'Data Analyst.18']","[0.77613723, 0.7686931, 0.7643497, 0.7628429, 0.7620209]",0.77613723,"['python', 'r', 'java', 'sql', 'javascript', 'numpy', 'scipy', 'matplotlib', 'tableau', 'machine learning', 'deep learning', 'spacy', 'nltk', 'kafka', 'docker', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.144', 'Data Scientist.176', 'Data Scientist.48', 'Data Engineer.81', 'Data Analyst.18']","[0.77613723, 0.7686931, 0.7643497, 0.7628429, 0.7620209]",0.77613723,"['python', 'r', 'scipy', 'statsmodels', 'machine learning', 'aws', 'git', 'regression', 'classification', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.144', 'Data Scientist.176', 'Data Scientist.48', 'Data Engineer.81', 'Data Analyst.18']","[0.77613723, 0.7686931, 0.7643497, 0.7628429, 0.7620209]",0.77613723,"['python', 'r', 'java', 'sql', 'bash', 'excel', 'data analysis', 'machine learning', 'deep learning', 'git', 'linux', 'system design']",,[]
Data Science,Data Science,"['Data Scientist.144', 'Data Scientist.176', 'Data Scientist.48', 'Data Engineer.81', 'Data Analyst.18']","[0.77613723, 0.7686931, 0.7643497, 0.7628429, 0.7620209]",0.77613723,"['python', 'r', 'c#', 'sql', 'tableau', 'etl', 'machine learning', 'deep learning', 'nlp', 'sql server', 'git', 'time series']",,[]
Data Science,Data Science,"['Data Scientist.144', 'Data Scientist.176', 'Data Scientist.48', 'Data Engineer.81', 'Data Analyst.18']","[0.77613723, 0.7686931, 0.7643497, 0.7628429, 0.7620209]",0.77613723,"['python', 'r', 'excel', 'tableau', 'data visualization', 'machine learning']",,[]
Data Science,Data Science,"['Data Scientist.144', 'Data Scientist.176', 'Data Scientist.48', 'Data Engineer.81', 'Data Analyst.18']","[0.77613723, 0.7686931, 0.7643497, 0.7628429, 0.7620209]",0.77613723,"['python', 'r', 'java', 'c++', 'sql', 'numpy', 'matplotlib', 'seaborn', 'machine learning', 'deep learning', 'tensorflow', 'nlp', 'gcp', 'linux', 'regression', 'classification', 'clustering', 'optimization']",,[]
Data Science,Data Science,"['Data Scientist.144', 'Data Scientist.176', 'Data Scientist.48', 'Data Engineer.81', 'Data Analyst.18']","[0.77613723, 0.7686931, 0.7643497, 0.7628429, 0.7620209]",0.77613723,"['python', 'r', 'sql', 'numpy', 'machine learning', 'deep learning', 'nlp', 'text classification', 'nltk', 'algorithms', 'classification']",,[]
Data Science,Data Science,"['Data Scientist.144', 'Data Scientist.176', 'Data Scientist.48', 'Data Engineer.81', 'Data Analyst.18']","[0.77613723, 0.7686931, 0.7643497, 0.7628429, 0.7620209]",0.77613723,"['python', 'r', 'tableau', 'data analysis', 'data visualization', 'machine learning', 'nlp', 'hadoop', 'spark', 'aws']",,[]
Web Designing,Web Designing,"['Data Engineer.20', 'Data Engineer.26', 'Data Engineer.92', 'Data Analyst.34', 'Data Analyst.4']","[0.54295266, 0.53378224, 0.507154, 0.5053774, 0.50275385]",0.54295266,"['r', 'java', 'javascript', 'git']",,[]
Web Designing,Web Designing,"['Data Engineer.20', 'Data Engineer.26', 'Data Engineer.92', 'Data Analyst.34', 'Data Analyst.4']","[0.54295266, 0.53378224, 0.507154, 0.5053774, 0.50275385]",0.54295266,"['r', 'java', 'sql', 'javascript']",,[]
Web Designing,Web Designing,"['Data Engineer.20', 'Data Engineer.26', 'Data Engineer.92', 'Data Analyst.34', 'Data Analyst.4']","[0.54295266, 0.53378224, 0.507154, 0.5053774, 0.50275385]",0.54295266,"['r', 'java', 'c++', 'sql', 'javascript', 'agile']",,[]
Web Designing,Web Designing,"['Data Engineer.20', 'Data Engineer.2', 'Data Engineer.1', 'Data Analyst.2', 'Data Engineer.26']","[0.57092816, 0.56012493, 0.5400741, 0.5307757, 0.52877605]",0.57092816,"['r', 'java', 'javascript', 'git']",,[]
Web Designing,Web Designing,"['Data Engineer.20', 'Data Engineer.2', 'Data Engineer.1', 'Data Analyst.2', 'Data Engineer.26']","[0.57092816, 0.56012493, 0.5400741, 0.5307757, 0.52877605]",0.57092816,"['r', 'java', 'sql', 'javascript']",,[]
Web Designing,Web Designing,"['Data Engineer.20', 'Data Engineer.2', 'Data Engineer.1', 'Data Analyst.2', 'Data Engineer.26']","[0.57092816, 0.56012493, 0.5400741, 0.5307757, 0.52877605]",0.57092816,"['r', 'java', 'c++', 'sql', 'javascript', 'agile']",,[]
Web Designing,Web Designing,"['Data Engineer.20', 'Data Engineer.2', 'Data Scientist.6', 'Data Scientist.43', 'Data Analyst.13']","[0.6164979, 0.58241206, 0.5623609, 0.5591197, 0.55565834]",0.6164979,"['r', 'java', 'javascript', 'git']",,[]
Web Designing,Web Designing,"['Data Engineer.20', 'Data Engineer.2', 'Data Scientist.6', 'Data Scientist.43', 'Data Analyst.13']","[0.6164979, 0.58241206, 0.5623609, 0.5591197, 0.55565834]",0.6164979,"['r', 'java', 'sql', 'javascript']",,[]
Web Designing,Web Designing,"['Data Engineer.20', 'Data Engineer.2', 'Data Scientist.6', 'Data Scientist.43', 'Data Analyst.13']","[0.6164979, 0.58241206, 0.5623609, 0.5591197, 0.55565834]",0.6164979,"['r', 'java', 'c++', 'sql', 'javascript', 'agile']",,[]
Java Developer,Java Developer,"['Data Engineer.31', 'Data Engineer.20', 'Data Analyst.5', 'Data Scientist.263', 'Data Engineer.26']","[0.60784566, 0.58769625, 0.5819546, 0.5787457, 0.57463163]",0.60784566,"['r', 'java', 'c++', 'sql', 'postgresql', 'linux', 'system design']",,[]
Java Developer,Java Developer,"['Data Engineer.31', 'Data Engineer.20', 'Data Analyst.5', 'Data Scientist.263', 'Data Engineer.26']","[0.60784566, 0.58769625, 0.5819546, 0.5787457, 0.57463163]",0.60784566,"['r', 'java', 'c++', 'sql', 'excel']",,[]
Java Developer,Java Developer,"['Data Engineer.31', 'Data Engineer.20', 'Data Analyst.5', 'Data Scientist.263', 'Data Engineer.26']","[0.60784566, 0.58769625, 0.5819546, 0.5787457, 0.57463163]",0.60784566,"['r', 'java', 'sql', 'jenkins', 'unit testing']",,[]
Java Developer,Java Developer,"['Data Engineer.31', 'Data Engineer.20', 'Data Analyst.5', 'Data Scientist.263', 'Data Engineer.26']","[0.60784566, 0.58769625, 0.5819546, 0.5787457, 0.57463163]",0.60784566,"['r', 'java', 'c++', 'sql', 'object oriented programming']",,[]
Java Developer,Java Developer,"['Data Engineer.31', 'Data Engineer.20', 'Data Analyst.5', 'Data Scientist.263', 'Data Engineer.26']","[0.60784566, 0.58769625, 0.5819546, 0.5787457, 0.57463163]",0.60784566,"['r', 'java', 'c++', 'javascript', 'excel']",,[]
Java Developer,Java Developer,"['Data Engineer.31', 'Data Engineer.20', 'Data Analyst.5', 'Data Scientist.263', 'Data Engineer.26']","[0.60784566, 0.58769625, 0.5819546, 0.5787457, 0.57463163]",0.60784566,"['r', 'java', 'sql', 'javascript', 'azure', 'linux']",,[]
Java Developer,Java Developer,"['Data Engineer.31', 'Data Engineer.20', 'Data Analyst.5', 'Data Scientist.263', 'Data Engineer.26']","[0.60784566, 0.58769625, 0.5819546, 0.5787457, 0.57463163]",0.60784566,"['r', 'java', 'c++', 'sql']",,[]
Java Developer,Java Developer,"['Data Engineer.31', 'Data Engineer.20', 'Data Analyst.5', 'Data Scientist.263', 'Data Engineer.26']","[0.60784566, 0.58769625, 0.5819546, 0.5787457, 0.57463163]",0.60784566,"['r', 'java', 'sql']",,[]
